tipo_crime,nivel,entidade,mes,mes_nome,casos,pct_do_total_anual
Ameaça,municipio_litoral,CIDREIRA,1,Jan,86,13.31
Ameaça,municipio_litoral,CIDREIRA,2,Fev,67,10.37
Ameaça,municipio_litoral,CIDREIRA,3,Mar,51,7.89
Ameaça,municipio_litoral,CIDREIRA,4,Abr,56,8.67
Ameaça,municipio_litoral,CIDREIRA,5,Mai,49,7.59
Ameaça,municipio_litoral,CIDREIRA,6,Jun,41,6.35
Ameaça,municipio_litoral,CIDREIRA,7,Jul,54,8.36
Ameaça,municipio_litoral,CIDREIRA,8,Ago,47,7.28
Ameaça,municipio_litoral,CIDREIRA,9,Set,48,7.43
Ameaça,municipio_litoral,CIDREIRA,10,Out,41,6.35
Ameaça,municipio_litoral,CIDREIRA,11,Nov,52,8.05
Ameaça,municipio_litoral,CIDREIRA,12,Dez,54,8.36
Ameaça,municipio_litoral,TRAMANDAI,1,Jan,258,11.69
Ameaça,municipio_litoral,TRAMANDAI,2,Fev,268,12.14
Ameaça,municipio_litoral,TRAMANDAI,3,Mar,200,9.06
Ameaça,municipio_litoral,TRAMANDAI,4,Abr,191,8.65
Ameaça,municipio_litoral,TRAMANDAI,5,Mai,143,6.48
Ameaça,municipio_litoral,TRAMANDAI,6,Jun,145,6.57
Ameaça,municipio_litoral,TRAMANDAI,7,Jul,143,6.48
Ameaça,municipio_litoral,TRAMANDAI,8,Ago,163,7.39
Ameaça,municipio_litoral,TRAMANDAI,9,Set,142,6.43
Ameaça,municipio_litoral,TRAMANDAI,10,Out,181,8.2
Ameaça,municipio_litoral,TRAMANDAI,11,Nov,180,8.16
Ameaça,municipio_litoral,TRAMANDAI,12,Dez,193,8.74
Ameaça,municipio_litoral,IMBE,1,Jan,122,12.99
Ameaça,municipio_litoral,IMBE,2,Fev,115,12.25
Ameaça,municipio_litoral,IMBE,3,Mar,77,8.2
Ameaça,municipio_litoral,IMBE,4,Abr,77,8.2
Ameaça,municipio_litoral,IMBE,5,Mai,86,9.16
Ameaça,municipio_litoral,IMBE,6,Jun,61,6.5
Ameaça,municipio_litoral,IMBE,7,Jul,58,6.18
Ameaça,municipio_litoral,IMBE,8,Ago,70,7.45
Ameaça,municipio_litoral,IMBE,9,Set,52,5.54
Ameaça,municipio_litoral,IMBE,10,Out,53,5.64
Ameaça,municipio_litoral,IMBE,11,Nov,75,7.99
Ameaça,municipio_litoral,IMBE,12,Dez,93,9.9
Ameaça,municipio_litoral,CAPAO DA CANOA,1,Jan,284,13.13
Ameaça,municipio_litoral,CAPAO DA CANOA,2,Fev,221,10.22
Ameaça,municipio_litoral,CAPAO DA CANOA,3,Mar,204,9.43
Ameaça,municipio_litoral,CAPAO DA CANOA,4,Abr,167,7.72
Ameaça,municipio_litoral,CAPAO DA CANOA,5,Mai,162,7.49
Ameaça,municipio_litoral,CAPAO DA CANOA,6,Jun,139,6.43
Ameaça,municipio_litoral,CAPAO DA CANOA,7,Jul,146,6.75
Ameaça,municipio_litoral,CAPAO DA CANOA,8,Ago,135,6.24
Ameaça,municipio_litoral,CAPAO DA CANOA,9,Set,160,7.4
Ameaça,municipio_litoral,CAPAO DA CANOA,10,Out,152,7.03
Ameaça,municipio_litoral,CAPAO DA CANOA,11,Nov,176,8.14
Ameaça,municipio_litoral,CAPAO DA CANOA,12,Dez,217,10.03
Ameaça,municipio_litoral,BALNEARIO PINHAL,1,Jan,68,14.53
Ameaça,municipio_litoral,BALNEARIO PINHAL,2,Fev,69,14.74
Ameaça,municipio_litoral,BALNEARIO PINHAL,3,Mar,46,9.83
Ameaça,municipio_litoral,BALNEARIO PINHAL,4,Abr,20,4.27
Ameaça,municipio_litoral,BALNEARIO PINHAL,5,Mai,27,5.77
Ameaça,municipio_litoral,BALNEARIO PINHAL,6,Jun,24,5.13
Ameaça,municipio_litoral,BALNEARIO PINHAL,7,Jul,29,6.2
Ameaça,municipio_litoral,BALNEARIO PINHAL,8,Ago,27,5.77
Ameaça,municipio_litoral,BALNEARIO PINHAL,9,Set,36,7.69
Ameaça,municipio_litoral,BALNEARIO PINHAL,10,Out,34,7.26
Ameaça,municipio_litoral,BALNEARIO PINHAL,11,Nov,34,7.26
Ameaça,municipio_litoral,BALNEARIO PINHAL,12,Dez,54,11.54
Ameaça,municipio_litoral,XANGRILA,1,Jan,70,13.28
Ameaça,municipio_litoral,XANGRILA,2,Fev,53,10.06
Ameaça,municipio_litoral,XANGRILA,3,Mar,44,8.35
Ameaça,municipio_litoral,XANGRILA,4,Abr,45,8.54
Ameaça,municipio_litoral,XANGRILA,5,Mai,40,7.59
Ameaça,municipio_litoral,XANGRILA,6,Jun,23,4.36
Ameaça,municipio_litoral,XANGRILA,7,Jul,40,7.59
Ameaça,municipio_litoral,XANGRILA,8,Ago,39,7.4
Ameaça,municipio_litoral,XANGRILA,9,Set,36,6.83
Ameaça,municipio_litoral,XANGRILA,10,Out,41,7.78
Ameaça,municipio_litoral,XANGRILA,11,Nov,37,7.02
Ameaça,municipio_litoral,XANGRILA,12,Dez,59,11.2
Ameaça,municipio_litoral,ARROIO DO SAL,1,Jan,69,17.74
Ameaça,municipio_litoral,ARROIO DO SAL,2,Fev,41,10.54
Ameaça,municipio_litoral,ARROIO DO SAL,3,Mar,40,10.28
Ameaça,municipio_litoral,ARROIO DO SAL,4,Abr,32,8.23
Ameaça,municipio_litoral,ARROIO DO SAL,5,Mai,20,5.14
Ameaça,municipio_litoral,ARROIO DO SAL,6,Jun,23,5.91
Ameaça,municipio_litoral,ARROIO DO SAL,7,Jul,14,3.6
Ameaça,municipio_litoral,ARROIO DO SAL,8,Ago,24,6.17
Ameaça,municipio_litoral,ARROIO DO SAL,9,Set,26,6.68
Ameaça,municipio_litoral,ARROIO DO SAL,10,Out,24,6.17
Ameaça,municipio_litoral,ARROIO DO SAL,11,Nov,23,5.91
Ameaça,municipio_litoral,ARROIO DO SAL,12,Dez,53,13.62
Ameaça,municipio_litoral,TORRES,1,Jan,176,12.8
Ameaça,municipio_litoral,TORRES,2,Fev,155,11.27
Ameaça,municipio_litoral,TORRES,3,Mar,125,9.09
Ameaça,municipio_litoral,TORRES,4,Abr,125,9.09
Ameaça,municipio_litoral,TORRES,5,Mai,100,7.27
Ameaça,municipio_litoral,TORRES,6,Jun,82,5.96
Ameaça,municipio_litoral,TORRES,7,Jul,93,6.76
Ameaça,municipio_litoral,TORRES,8,Ago,126,9.16
Ameaça,municipio_litoral,TORRES,9,Set,78,5.67
Ameaça,municipio_litoral,TORRES,10,Out,83,6.04
Ameaça,municipio_litoral,TORRES,11,Nov,96,6.98
Ameaça,municipio_litoral,TORRES,12,Dez,136,9.89
Ameaça,municipio_litoral,PALMARES DO SUL,1,Jan,50,18.18
Ameaça,municipio_litoral,PALMARES DO SUL,2,Fev,49,17.82
Ameaça,municipio_litoral,PALMARES DO SUL,3,Mar,26,9.45
Ameaça,municipio_litoral,PALMARES DO SUL,4,Abr,23,8.36
Ameaça,municipio_litoral,PALMARES DO SUL,5,Mai,20,7.27
Ameaça,municipio_litoral,PALMARES DO SUL,6,Jun,12,4.36
Ameaça,municipio_litoral,PALMARES DO SUL,7,Jul,20,7.27
Ameaça,municipio_litoral,PALMARES DO SUL,8,Ago,22,8.0
Ameaça,municipio_litoral,PALMARES DO SUL,9,Set,6,2.18
Ameaça,municipio_litoral,PALMARES DO SUL,10,Out,13,4.73
Ameaça,municipio_litoral,PALMARES DO SUL,11,Nov,15,5.45
Ameaça,municipio_litoral,PALMARES DO SUL,12,Dez,19,6.91
Ameaça,municipio_controle,CAPELA DE SANTANA,1,Jan,23,9.02
Ameaça,municipio_controle,CAPELA DE SANTANA,2,Fev,14,5.49
Ameaça,municipio_controle,CAPELA DE SANTANA,3,Mar,24,9.41
Ameaça,municipio_controle,CAPELA DE SANTANA,4,Abr,18,7.06
Ameaça,municipio_controle,CAPELA DE SANTANA,5,Mai,21,8.24
Ameaça,municipio_controle,CAPELA DE SANTANA,6,Jun,21,8.24
Ameaça,municipio_controle,CAPELA DE SANTANA,7,Jul,19,7.45
Ameaça,municipio_controle,CAPELA DE SANTANA,8,Ago,30,11.76
Ameaça,municipio_controle,CAPELA DE SANTANA,9,Set,22,8.63
Ameaça,municipio_controle,CAPELA DE SANTANA,10,Out,23,9.02
Ameaça,municipio_controle,CAPELA DE SANTANA,11,Nov,18,7.06
Ameaça,municipio_controle,CAPELA DE SANTANA,12,Dez,22,8.63
Ameaça,municipio_controle,CRISSIUMAL,1,Jan,43,9.62
Ameaça,municipio_controle,CRISSIUMAL,2,Fev,35,7.83
Ameaça,municipio_controle,CRISSIUMAL,3,Mar,40,8.95
Ameaça,municipio_controle,CRISSIUMAL,4,Abr,26,5.82
Ameaça,municipio_controle,CRISSIUMAL,5,Mai,30,6.71
Ameaça,municipio_controle,CRISSIUMAL,6,Jun,31,6.94
Ameaça,municipio_controle,CRISSIUMAL,7,Jul,45,10.07
Ameaça,municipio_controle,CRISSIUMAL,8,Ago,50,11.19
Ameaça,municipio_controle,CRISSIUMAL,9,Set,41,9.17
Ameaça,municipio_controle,CRISSIUMAL,10,Out,39,8.72
Ameaça,municipio_controle,CRISSIUMAL,11,Nov,26,5.82
Ameaça,municipio_controle,CRISSIUMAL,12,Dez,41,9.17
Ameaça,municipio_controle,ESPUMOSO,1,Jan,36,9.11
Ameaça,municipio_controle,ESPUMOSO,2,Fev,42,10.63
Ameaça,municipio_controle,ESPUMOSO,3,Mar,44,11.14
